date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:54:29	2747/2747	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:54:31%20GMT	http://www.ourclass.site/event/details/185/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/185/index.html	(from http://www.ourclass.site/)
14:54:30	33208/33208	---M--	200	added ('OK')	image/jpeg	etag:%22672b0903-81b8%22	http://www.ourclass.site/static/media/thumbnails/s.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/s.jpg	(from http://www.ourclass.site/)
14:54:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:54:32%20GMT	http://www.ourclass.site/event/details/186	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/186	(from http://www.ourclass.site/)
14:54:31	3872/3872	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:54:33%20GMT	http://www.ourclass.site/event/details/186/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/186/index.html	(from http://www.ourclass.site/)
14:54:34	157185/157185	---M--	200	added ('OK')	image/png	etag:%22672b0b62-26601%22	http://www.ourclass.site/static/media/thumbnails/Screenshot_2024-11-06_111937.png	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/Screenshot_2024-11-06_111937.png	(from http://www.ourclass.site/)
14:54:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:54:36%20GMT	http://www.ourclass.site/event/details/194	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/194	(from http://www.ourclass.site/)
14:54:34	976878/976878	---M--	200	added ('OK')	image/jpeg	etag:%22672b1f0c-ee7ee%22	http://www.ourclass.site/static/media/thumbnails/1000010130.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000010130.jpg	(from http://www.ourclass.site/)
14:54:34	7064/7064	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:54:36%20GMT	http://www.ourclass.site/event/details/194/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/194/index.html	(from http://www.ourclass.site/)
14:54:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:54:37%20GMT	http://www.ourclass.site/event/details/183	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/183	(from http://www.ourclass.site/)
14:54:35	3110/3110	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:54:37%20GMT	http://www.ourclass.site/event/details/183/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/183/index.html	(from http://www.ourclass.site/)
14:54:57	3011373/3011373	---M--	200	added ('OK')	image/png	etag:%2267c945d7-2df32d%22	http://www.ourclass.site/static/media/thumbnails/IMG-5bcd3ddfb712ec182b884be20e01a08f-V.png	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/IMG-5bcd3ddfb712ec182b884be20e01a08f-V.png	(from http://www.ourclass.site/)
14:54:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:00%20GMT	http://www.ourclass.site/event/details/189	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/189.17.delayed	(from http://www.ourclass.site/)
14:54:59	6948/6948	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:00%20GMT	http://www.ourclass.site/event/details/189/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/189/index.html	(from http://www.ourclass.site/)
14:55:01	1589978/1589978	---M--	200	added ('OK')	image/jpeg	etag:%226725c60f-1842da%22	http://www.ourclass.site/static/media/thumbnails/1000009620.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000009620.jpg	(from http://www.ourclass.site/)
14:55:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:04%20GMT	http://www.ourclass.site/event/details/182	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/182.19.delayed	(from http://www.ourclass.site/)
14:55:02	222617/222617	---M--	200	added ('OK')	image/jpeg	etag:%2267342282-36599%22	http://www.ourclass.site/static/media/thumbnails/MZ5_8194.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/MZ5_8194.jpg	(from http://www.ourclass.site/)
14:55:02	2294/2294	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:04%20GMT	http://www.ourclass.site/event/details/182/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/182/index.html	(from http://www.ourclass.site/)
14:55:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:05%20GMT	http://www.ourclass.site/event/details/184	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/184	(from http://www.ourclass.site/)
14:55:03	5530/5530	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:05%20GMT	http://www.ourclass.site/event/details/184/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/184/index.html	(from http://www.ourclass.site/)
14:55:12	611727/611727	---M--	200	added ('OK')	image/jpeg	etag:%22672515b1-9558f%22	http://www.ourclass.site/static/media/thumbnails/1000009603.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000009603.jpg	(from http://www.ourclass.site/)
14:55:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:14%20GMT	http://www.ourclass.site/event/details/180	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/180	(from http://www.ourclass.site/)
14:55:13	2235/2235	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:15%20GMT	http://www.ourclass.site/event/details/180/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/180/index.html	(from http://www.ourclass.site/)
14:55:15	138226/138226	---M--	200	added ('OK')	image/jpeg	etag:%226722562f-21bf2%22	http://www.ourclass.site/static/media/thumbnails/1000009378.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000009378.jpg	(from http://www.ourclass.site/)
14:55:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:18%20GMT	http://www.ourclass.site/event/details/181	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/181	(from http://www.ourclass.site/)
14:55:16	2482/2482	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:18%20GMT	http://www.ourclass.site/event/details/181/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/181/index.html	(from http://www.ourclass.site/)
14:55:25	3217276/3217276	---M--	200	added ('OK')	image/jpeg	etag:%2267c94d77-31177c%22	http://www.ourclass.site/static/media/thumbnails/_0010001_1.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/_0010001_1.jpg	(from http://www.ourclass.site/)
14:55:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:27%20GMT	http://www.ourclass.site/event/details/178	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/178.21.delayed	(from http://www.ourclass.site/)
14:55:26	3897/3897	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:27%20GMT	http://www.ourclass.site/event/details/178/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/178/index.html	(from http://www.ourclass.site/)
14:55:26	610541/610541	---M--	200	added ('OK')	image/jpeg	etag:%2267225712-950ed%22	http://www.ourclass.site/static/media/thumbnails/1000009381.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000009381.jpg	(from http://www.ourclass.site/)
14:55:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:28%20GMT	http://www.ourclass.site/event/details/177	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/177	(from http://www.ourclass.site/)
14:55:27	2414/2414	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:28%20GMT	http://www.ourclass.site/event/details/177/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/177/index.html	(from http://www.ourclass.site/)
14:55:27	11779/11779	---M--	200	added ('OK')	image/png	etag:%2266ff836a-2e03%22	http://www.ourclass.site/static/media/thumbnails/0-02-03-ff3072e4601d61e9b99a38d18454956155ac468967f216c6f51e78d7e7dd72e4_4a2f_acriGr7.png	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/0-02-03-ff3072e4601d61e9b99a38d18454956155ac468967f216c6f51e78d7e7dd72e4_4a2f_acriGr7.png	(from http://www.ourclass.site/)
14:55:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:29%20GMT	http://www.ourclass.site/event/details/175	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/175	(from http://www.ourclass.site/)
14:55:28	4799/4799	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:30%20GMT	http://www.ourclass.site/event/details/175/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/175/index.html	(from http://www.ourclass.site/)
14:55:28	148996/148996	---M--	200	added ('OK')	image/jpeg	etag:%226703e264-24604%22	http://www.ourclass.site/static/media/thumbnails/1000008532.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000008532.jpg	(from http://www.ourclass.site/)
14:55:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:30%20GMT	http://www.ourclass.site/event/details/174	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/174	(from http://www.ourclass.site/)
14:55:29	2820/2820	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:31%20GMT	http://www.ourclass.site/event/details/174/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/174/index.html	(from http://www.ourclass.site/)
14:55:31	165373/165373	---M--	200	added ('OK')	image/jpeg	etag:%2266fb5b9b-285fd%22	http://www.ourclass.site/static/media/thumbnails/IMG_20240919_155235_530.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/IMG_20240919_155235_530.jpg	(from http://www.ourclass.site/)
14:55:31	5057740/5057740	---M--	200	added ('OK')	image/jpeg	etag:%226738a1e4-4d2ccc%22	http://www.ourclass.site/static/media/thumbnails/1000010770.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000010770.jpg	(from http://www.ourclass.site/)
14:55:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:33%20GMT	http://www.ourclass.site/event/details/176	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/176	(from http://www.ourclass.site/)
14:55:31	9863/9863	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:33%20GMT	http://www.ourclass.site/event/details/176/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/176/index.html	(from http://www.ourclass.site/)
14:55:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2009:55:34%20GMT	http://www.ourclass.site/event/details/172	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/172	(from http://www.ourclass.site/)
14:55:32	2356/2356	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:34%20GMT	http://www.ourclass.site/event/details/172/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/event/details/172/index.html	(from http://www.ourclass.site/)
14:55:33	45913/45913	---M--	200	added ('OK')	image/jpeg	etag:%2266d5c5d0-b359%22	http://www.ourclass.site/static/media/thumbnails/1000007542.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000007542.jpg	(from http://www.ourclass.site/)
14:55:34	13329/13329	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:36%20GMT	http://www.ourclass.site/?page=1	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/index2679.html	(from http://www.ourclass.site/)
14:55:34	13677/13677	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:36%20GMT	http://www.ourclass.site/?page=2	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/index4658.html	(from http://www.ourclass.site/)
14:55:35	678/678	---M--	200	added ('OK')	text/css	etag:%226631f8e2-2a6%22	http://www.ourclass.site/static/static/Home/fonts.css	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/static/Home/fonts.css	(from http://www.ourclass.site/static/static/Home/style.css)
14:55:35	13688/13688	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:37%20GMT	http://www.ourclass.site/?page=3	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/index9ba9.html	(from http://www.ourclass.site/)
14:55:36	14040/14040	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:38%20GMT	http://www.ourclass.site/?page=4	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/indexfdb0.html	(from http://www.ourclass.site/)
14:55:36	330568/330568	---M--	200	added ('OK')	image/jpeg	etag:%2266fecc56-50b48%22	http://www.ourclass.site/static/media/thumbnails/1000008375.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000008375.jpg	(from http://www.ourclass.site/)
14:55:37	8309/8309	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2009:55:38%20GMT	http://www.ourclass.site/?page=10	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/index1448.html	(from http://www.ourclass.site/)
14:55:37	648677/648677	---M--	200	added ('OK')	image/jpeg	etag:%2266ed945f-9e5e5%22	http://www.ourclass.site/static/media/thumbnails/viber_image_2024-09-20_20-18-12-896.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/viber_image_2024-09-20_20-18-12-896.jpg	(from http://www.ourclass.site/)
14:55:38	4233/4233	---M--	200	added ('OK')	text/css	etag:%2266489ebf-1089%22	http://www.ourclass.site/static/static/Event/eachPage.css	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/static/Event/eachPage.css	(from http://www.ourclass.site/event/details/193/)
14:55:38	111348/111348	---M--	200	added ('OK')	image/jpeg	etag:%226631f8e2-1b2f4%22	http://www.ourclass.site/static/static/Home/Pics/sagaafee.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/static/Home/Pics/sagaafee.jpg	(from http://www.ourclass.site/static/static/Home/homepage.css)
14:55:38	639/639	---M--	200	added ('OK')	application/javascript	etag:%226642cff1-27f%22	http://www.ourclass.site/static/static/Event/modal.js	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/static/Event/modal.js	(from http://www.ourclass.site/event/details/193/)
14:55:39	153/153	---M--	403	error ('Forbidden')	text/html	date:Mon,%2028%20Apr%202025%2009:55:41%20GMT	http://www.ourclass.site/static/media/	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/index.html	(from http://www.ourclass.site/event/details/193/)
14:55:42	161360/161360	---M--	200	added ('OK')	image/jpeg	etag:%2267c946d8-27650%22	http://www.ourclass.site/static/media/images/photo_6093378061589399059_y.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/photo_6093378061589399059_y.jpg	(from http://www.ourclass.site/event/details/193/)
14:55:43	294841/294841	---M--	200	added ('OK')	image/jpeg	etag:%2267c946d8-47fb9%22	http://www.ourclass.site/static/media/images/photo_6093378061589399058_y.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/photo_6093378061589399058_y.jpg	(from http://www.ourclass.site/event/details/193/)
14:55:45	2930224/2930224	---M--	200	added ('OK')	image/jpeg	etag:%226725c74a-2cb630%22	http://www.ourclass.site/static/media/thumbnails/1000009543.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/thumbnails/1000009543.jpg	(from http://www.ourclass.site/)
14:55:46	240267/240267	---M--	200	added ('OK')	image/jpeg	etag:%2267c946d8-3aa8b%22	http://www.ourclass.site/static/media/images/photo_6093378061589399060_y.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/photo_6093378061589399060_y.jpg	(from http://www.ourclass.site/event/details/193/)
14:55:46	639277/639277	---M--	200	added ('OK')	image/png	etag:%2266366539-9c12d%22	http://www.ourclass.site/static/static/Home/Pics/newmobile.png	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/static/Home/Pics/newmobile.png	(from http://www.ourclass.site/static/static/Home/homepage.css)
14:55:46	301/301	---M--	200	added ('OK')	application/javascript	etag:%2266489ebf-12d%22	http://www.ourclass.site/static/static/Event/loading.js	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/static/Event/loading.js	(from http://www.ourclass.site/event/details/193/)
14:55:47	261983/261983	---M--	200	added ('OK')	image/jpeg	etag:%2267c946d8-3ff5f%22	http://www.ourclass.site/static/media/images/photo_6093378061589399061_y.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/photo_6093378061589399061_y.jpg	(from http://www.ourclass.site/event/details/193/)
14:55:48	216340/216340	---M--	200	added ('OK')	image/jpeg	etag:%2267c946d8-34d14%22	http://www.ourclass.site/static/media/images/viber_image_2025-01-27_22-55-39-502.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/viber_image_2025-01-27_22-55-39-502.jpg	(from http://www.ourclass.site/event/details/193/)
14:56:35	3011373/3011373	---M--	200	added ('OK')	image/png	etag:%2267c945d7-2df32d%22	http://www.ourclass.site/static/media/images/IMG-5bcd3ddfb712ec182b884be20e01a08f-V.png	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/IMG-5bcd3ddfb712ec182b884be20e01a08f-V.png	(from http://www.ourclass.site/event/details/192/)
14:57:08	5057740/5057740	---M--	200	added ('OK')	image/jpeg	etag:%226738a1e4-4d2ccc%22	http://www.ourclass.site/static/media/images/1000010770.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/1000010770.jpg	(from http://www.ourclass.site/event/details/191/)
14:57:11	79647/79647	---M--	200	added ('OK')	image/jpeg	etag:%22672b08ba-1371f%22	http://www.ourclass.site/static/media/images/viber_image_2024-11-06_11-05-46-288.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/viber_image_2024-11-06_11-05-46-288.jpg	(from http://www.ourclass.site/event/details/185/)
14:57:12	79550/79550	---M--	200	added ('OK')	image/jpeg	etag:%22672b08ba-136be%22	http://www.ourclass.site/static/media/images/viber_image_2024-11-06_11-06-29-646.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/viber_image_2024-11-06_11-06-29-646.jpg	(from http://www.ourclass.site/event/details/185/)
14:57:15	157185/157185	---M--	200	added ('OK')	image/png	etag:%22672b0b62-26601%22	http://www.ourclass.site/static/media/images/Screenshot_2024-11-06_111937.png	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/Screenshot_2024-11-06_111937.png	(from http://www.ourclass.site/event/details/186/)
14:57:26	641094/641094	---M--	200	added ('OK')	image/jpeg	etag:%22672b0b62-9c846%22	http://www.ourclass.site/static/media/images/viber_image_2024-11-06_11-15-21-236.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/viber_image_2024-11-06_11-15-21-236.jpg	(from http://www.ourclass.site/event/details/186/)
14:57:36	587060/587060	---M--	200	added ('OK')	image/jpeg	etag:%22672b14b8-8f534%22	http://www.ourclass.site/static/media/images/viber_image_2024-11-06_11-36-53-681.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/viber_image_2024-11-06_11-36-53-681.jpg	(from http://www.ourclass.site/event/details/186/)
14:58:30	2219932/2219932	---M--	200	added ('OK')	video/mp4	etag:%22672b0b62-21df9c%22	http://www.ourclass.site/static/media/videos/0-02-06-0b9f8466766aa81c3d4f028e35535d3db32500e7b5171e23d6bb16341c2c2238_277d5393f95c209.mp4	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/videos/0-02-06-0b9f8466766aa81c3d4f028e35535d3db32500e7b5171e23d6bb16341c2c2238_277d5393f95c209.mp4	(from http://www.ourclass.site/event/details/186/)
14:58:55	1336524/1336524	---M--	200	added ('OK')	video/mp4	etag:%22672b0b62-1464cc%22	http://www.ourclass.site/static/media/videos/0-02-06-2f07ac438220ef0500642e2fba0141813c2121633471540ae8ae4cf0503cfe32_198673a72fc1602f.mp4	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/videos/0-02-06-2f07ac438220ef0500642e2fba0141813c2121633471540ae8ae4cf0503cfe32_198673a72fc1602f.mp4	(from http://www.ourclass.site/event/details/186/)
15:00:07	3217276/3217276	---M--	200	added ('OK')	image/jpeg	etag:%2267c94d77-31177c%22	http://www.ourclass.site/static/media/images/_0010001_1.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/_0010001_1.jpg	(from http://www.ourclass.site/event/details/194/)
15:01:03	3445569/3445569	---M--	200	added ('OK')	image/jpeg	etag:%2267c94d77-349341%22	http://www.ourclass.site/static/media/images/_0010045_1.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/_0010045_1.jpg	(from http://www.ourclass.site/event/details/194/)
15:01:42	2353338/2353338	---M--	200	added ('OK')	image/jpeg	etag:%2267c94d77-23e8ba%22	http://www.ourclass.site/static/media/images/_0010046_1.jpg	C:/My%20Web%20Sites/class%20website%202/www.ourclass.site/static/media/images/_0010046_1.jpg	(from http://www.ourclass.site/event/details/194/)
